,raw,kk,normalized-stress,minopt,sheppard,sheppardscale,ratios,kruskal
grafo10295,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10299,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10302,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10303,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10308,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10309,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10314,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10319,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1033,"['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo10331,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10340,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['tsnet', 'stress', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'twopi', 'sfdp', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo10349,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10350,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10351,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10352,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo10354,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10362,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10365,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10367,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10392,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1041,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'tsnet', 'stress', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'twopi', 'sfdp', 'random', 'tsnet']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo10412,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1042,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'neato', 'sfdp', 'tsnet', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo10421,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10429,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10430,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['sfdp', 'neato', 'stress', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10434,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10436,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'sfdp', 'stress', 'tsnet', 'twopi', 'random']","['sfdp', 'stress', 'neato', 'tsnet', 'twopi', 'random']","['neato', 'sfdp', 'stress', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10440,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10448,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1045,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'tsnet', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo10453,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1046,"['stress', 'random', 'neato', 'tsnet', 'twopi', 'sfdp']","['random', 'stress', 'neato', 'sfdp', 'twopi', 'tsnet']","['stress', 'random', 'neato', 'sfdp', 'twopi', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'random', 'tsnet']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo10461,"['stress', 'tsnet', 'random', 'neato', 'twopi', 'sfdp']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'twopi', 'stress', 'sfdp', 'random', 'tsnet']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo10466,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1047,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo10482,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10483,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']"
grafo10485,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10497,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['sfdp', 'neato', 'stress', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'sfdp', 'stress', 'tsnet', 'twopi', 'random']"
grafo10509,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'random', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'tsnet', 'neato', 'sfdp', 'twopi', 'random']"
grafo10511,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['tsnet', 'neato', 'stress', 'sfdp', 'twopi', 'random']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['tsnet', 'neato', 'stress', 'sfdp', 'twopi', 'random']"
grafo10513,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['tsnet', 'random', 'stress', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['tsnet', 'stress', 'neato', 'sfdp', 'twopi', 'random']","['sfdp', 'neato', 'stress', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'random', 'tsnet']","['stress', 'neato', 'tsnet', 'sfdp', 'twopi', 'random']"
grafo10520,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10527,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10528,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo1054,"['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['random', 'stress', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'random', 'tsnet', 'neato', 'twopi', 'sfdp']","['stress', 'neato', 'sfdp', 'twopi', 'tsnet', 'random']","['stress', 'sfdp', 'neato', 'twopi', 'tsnet', 'random']","['sfdp', 'stress', 'neato', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']","['neato', 'stress', 'sfdp', 'twopi', 'tsnet', 'random']"
grafo10544,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10551,"['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['random', 'stress', 'tsnet', 'sfdp', 'neato', 'twopi']","['stress', 'tsnet', 'random', 'sfdp', 'neato', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']","['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']",,"['neato', 'stress', 'sfdp', 'tsnet', 'twopi', 'random']"
grafo10555,"['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['random', 'stress', 'tsnet', 'neato', 'sfdp', 'twopi']","['stress', 'tsnet', 'random', 'neato', 'sfdp', 'twopi']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']","['stress', 'sfdp', 'neato', 'tsnet', 'twopi', 'random']","['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']",,"['stress', 'neato', 'sfdp', 'tsnet', 'twopi', 'random']"
